Orden,Fecha,Mes,Trimestre,Año,Cliente,Destino,Estado,Condicion,Envio,Categoria,Producto,Variedad,SKU,ASIN,Cantidad,Precio,Moneda
ID3844,25/3/2024,3,Q1,2024,Cliente2398,Calle desconocida 4106,Arkansas,Enviada,Amazon,S,A+,Gris,S-A-PLUS-GRIS,B0C2W59LPV,1,136.1,USD
ID3845,25/3/2024,3,Q1,2024,Cliente2759,Calle desconocida 9755,New Jersey,Enviada,Vendedor,S,A-,Marfil,S-A-ECON-MARF,B0BL56CNHB,1,69.9,USD
ID3846,25/3/2024,3,Q1,2024,Cliente2011,Calle desconocida 3118,North Carolina,Enviada,Vendedor,S,A-,Marfil,S-A-ECON-MARF,B0BL56CNHB,1,69.9,USD
ID3847,25/3/2024,3,Q1,2024,Cliente9464,Calle desconocida 9068,Rhode Island,Enviada,Vendedor,S,A-,Marfil,S-A-ECON-MARF,B0BL56CNHB,1,69.9,USD
ID3848,26/3/2024,3,Q1,2024,Cliente9199,Calle desconocida 9180,Louisiana,Enviada,Amazon,S,A+,Marfil,S-A-PLUS-MARF,B0C2W853R8,1,139.9,USD
ID3849,26/3/2024,3,Q1,2024,Cliente4152,Calle desconocida 3806,Louisiana,Enviada,Amazon,S,A+,Marfil,S-A-PLUS-MARF,B0C2W853R8,1,139.9,USD
ID3850,26/3/2024,3,Q1,2024,Cliente1332,Calle desconocida 1394,Wisconsin,Enviada,Vendedor,S,A+,Marfil,S-A-PLUS-MARF,B0C2W853R8,1,129.9,USD
ID3851,26/3/2024,3,Q1,2024,Cliente7778,Calle desconocida 2253,Hawaii,Enviada,Vendedor,S,A,Marfil,S-A-BASIC-MARF,B000JK3R81,1,99.9,USD
ID3852,26/3/2024,3,Q1,2024,Cliente8502,Calle desconocida 9455,Wisconsin,Enviada,Vendedor,S,A,Marfil,S-A-BASIC-MARF,B000JK3R81,1,89.9,USD
ID3853,26/3/2024,3,Q1,2024,Cliente7877,Calle desconocida 1833,California,Enviada,Vendedor,S,A,Marfil,S-A-BASIC-MARF,B000JK3R81,1,89.9,USD
ID3854,26/3/2024,3,Q1,2024,Cliente7888,Calle desconocida 5127,Tennessee,Enviada,Vendedor,S,A-,Marfil,S-A-ECON-MARF,B0BL56CNHB,1,69.9,USD
ID3855,27/3/2024,3,Q1,2024,Cliente3644,Calle desconocida 9193,Alaska,Enviada,Vendedor,S,A+,Premium,S-A-PLUS-PREM,B0CCWPBNSF,1,149.9,USD
ID3856,27/3/2024,3,Q1,2024,Cliente8503,Calle desconocida 3724,Kentucky,Enviada,Amazon,S,A+,Gris,S-A-PLUS-GRIS,B0C2W59LPV,1,139.9,USD
ID3857,27/3/2024,3,Q1,2024,Cliente3693,Calle desconocida 1949,Delaware,Enviada,Amazon,S,A+,Marfil,S-A-PLUS-MARF,B0C2W853R8,1,139.9,USD
ID3858,27/3/2024,3,Q1,2024,Cliente1052,Calle desconocida 3765,Delaware,Enviada,Vendedor,S,A,Marfil,S-A-BASIC-MARF,B000JK3R81,1,89.9,USD
ID3859,27/3/2024,3,Q1,2024,Cliente3584,Calle desconocida 5274,New Mexico,Enviada,Vendedor,S,A,Gris,S-A-BASIC-GRIS,B000JKJL9V,1,89.9,USD
ID3860,27/3/2024,3,Q1,2024,Cliente8375,Calle desconocida 5388,South Dakota,Enviada,Vendedor,S,A,Marfil,S-A-BASIC-MARF,B000JK3R81,1,89.9,USD
ID3861,27/3/2024,3,Q1,2024,Cliente2636,Calle desconocida 4816,South Carolina,Enviada,Vendedor,S,A,Marfil,S-A-BASIC-MARF,B000JK3R81,1,89.9,USD
ID3862,27/3/2024,3,Q1,2024,Cliente6906,Calle desconocida 4183,Wisconsin,Enviada,Vendedor,S,A,Marfil,S-A-BASIC-MARF,B000JK3R81,1,89.9,USD
ID3863,27/3/2024,3,Q1,2024,Cliente9256,Calle desconocida 2153,Oklahoma,Enviada,Vendedor,S,A,Marfil,S-A-BASIC-MARF,B000JK3R81,1,89.9,USD
ID3864,27/3/2024,3,Q1,2024,Cliente7536,Calle desconocida 4642,Rhode Island,Enviada,Vendedor,S,B,Gris,S-B-BASIC-GRIS,B09A52L9VX,1,69.9,USD
ID3865,28/3/2024,3,Q1,2024,Cliente9149,Calle desconocida 5478,Iowa,Pendiente,Amazon,S,A+,Gris,S-A-PLUS-GRIS,B0C2W59LPV,1,139.9,USD
ID3866,28/3/2024,3,Q1,2024,Cliente9745,Calle desconocida 4801,Kentucky,Enviada,Amazon,S,A+,Gris,S-A-PLUS-GRIS,B0C2W59LPV,1,139.9,USD
ID3867,28/3/2024,3,Q1,2024,Cliente9874,Calle desconocida 5938,New York,Enviada,Amazon,S,A+,Marfil,S-A-PLUS-MARF,B0C2W853R8,1,139.9,USD
ID3868,28/3/2024,3,Q1,2024,Cliente1425,Calle desconocida 3218,Maryland,Enviada,Vendedor,S,A,Marfil,S-A-BASIC-MARF,B000JK3R81,1,89.9,USD
ID3869,28/3/2024,3,Q1,2024,Cliente8122,Calle desconocida 7749,Washington,Enviada,Vendedor,S,A,Marfil,S-A-BASIC-MARF,B000JK3R81,1,89.9,USD
ID3870,28/3/2024,3,Q1,2024,Cliente7255,Calle desconocida 1639,Arkansas,Enviada,Vendedor,S,A,Marfil,S-A-BASIC-MARF,B000JK3R81,1,89.9,USD
ID3871,28/3/2024,3,Q1,2024,Cliente4761,Calle desconocida 2416,Oregon,Enviada,Amazon,S,A-,Marfil,S-A-ECON-MARF,B0BL56CNHB,1,79.9,USD
ID3872,29/3/2024,3,Q1,2024,Cliente4825,Calle desconocida 6927,Washington,Enviada,Vendedor,S,A+,Premium,S-A-PLUS-PREM,B0CCWPBNSF,1,149.9,USD
ID3873,29/3/2024,3,Q1,2024,Cliente6963,Calle desconocida 7940,Indiana,Pendiente,Amazon,S,A+,Marfil,S-A-PLUS-MARF,B0C2W853R8,1,139.9,USD
ID3874,29/3/2024,3,Q1,2024,Cliente3866,Calle desconocida 5499,Vermont,Enviada,Amazon,S,A+,Gris,S-A-PLUS-GRIS,B0C2W59LPV,1,136.1,USD
ID3875,29/3/2024,3,Q1,2024,Cliente2919,Calle desconocida 7593,Louisiana,Enviada,Vendedor,S,A,Marfil,S-A-BASIC-MARF,B000JK3R81,1,89.9,USD
ID3876,29/3/2024,3,Q1,2024,Cliente81,Calle desconocida 6011,Idaho,Pendiente,Vendedor,S,A,Azul,S-A-BASIC-AZUL,B000JK9V5K,1,89.9,USD
ID3877,29/3/2024,3,Q1,2024,Cliente224,Calle desconocida 6247,Michigan,Pendiente,Vendedor,S,A,Gris,S-A-BASIC-GRIS,B000JKJL9V,1,89.9,USD
ID3878,29/3/2024,3,Q1,2024,Cliente2731,Calle desconocida 1013,North Dakota,Pendiente,Vendedor,S,A,Marfil,S-A-BASIC-MARF,B000JK3R81,1,89.9,USD
ID3879,29/3/2024,3,Q1,2024,Cliente9982,Calle desconocida 4902,Idaho,Enviada,Vendedor,S,A,Azul,S-A-BASIC-AZUL,B000JK9V5K,1,89.9,USD
ID3880,29/3/2024,3,Q1,2024,Cliente419,Calle desconocida 4771,New Jersey,Pendiente,Vendedor,S,A,Marfil,S-A-BASIC-MARF,B000JK3R81,1,89.9,USD
ID3881,30/3/2024,3,Q1,2024,Cliente7143,Calle desconocida 4765,Louisiana,Pendiente,Amazon,S,A+,Marfil,S-A-PLUS-MARF,B0C2W853R8,1,139.9,USD
ID3882,30/3/2024,3,Q1,2024,Cliente77,Calle desconocida 1229,Colorado,Pendiente,Amazon,S,A+,Marfil,S-A-PLUS-MARF,B0C2W853R8,1,139.9,USD
ID3883,30/3/2024,3,Q1,2024,Cliente2887,Calle desconocida 1263,South Carolina,Pendiente,Vendedor,S,A,Gris,S-A-BASIC-GRIS,B000JKJL9V,1,99.9,USD
ID3884,30/3/2024,3,Q1,2024,Cliente6676,Calle desconocida 5752,Idaho,Pendiente,Vendedor,S,A,Azul,S-A-BASIC-AZUL,B000JK9V5K,1,99.9,USD
ID3885,30/3/2024,3,Q1,2024,Cliente591,Calle desconocida 2317,Oklahoma,Pendiente,Vendedor,S,A,Gris,S-A-BASIC-GRIS,B000JKJL9V,1,99.9,USD
ID3886,30/3/2024,3,Q1,2024,Cliente9520,Calle desconocida 2111,Arkansas,Cancelada,Vendedor,S,A,Azul,S-A-BASIC-AZUL,B000JK9V5K,0,0,
ID3887,31/3/2024,3,Q1,2024,Cliente9710,Calle desconocida 8625,Montana,Pendiente,Vendedor,S,A+,Premium,S-A-PLUS-PREM,B0CCWPBNSF,1,149.9,USD
ID3888,31/3/2024,3,Q1,2024,Cliente6206,Calle desconocida 1123,Indiana,Pendiente,Vendedor,S,A+,Premium,S-A-PLUS-PREM,B0CCWPBNSF,1,149.9,USD
ID3889,31/3/2024,3,Q1,2024,Cliente6649,Calle desconocida 5213,Alabama,Pendiente,Amazon,S,A+,Gris,S-A-PLUS-GRIS,B0C2W59LPV,1,139.9,USD
ID3890,31/3/2024,3,Q1,2024,Cliente7431,Calle desconocida 8561,Connecticut,Pendiente,Amazon,S,A+,Marfil,S-A-PLUS-MARF,B0C2W853R8,1,139.9,USD
ID3891,31/3/2024,3,Q1,2024,Cliente1763,Calle desconocida 299,Pennsylvania,Pendiente,Amazon,S,A+,Gris,S-A-PLUS-GRIS,B0C2W59LPV,1,139.9,USD
ID3892,31/3/2024,3,Q1,2024,Cliente7327,Calle desconocida 2723,Maryland,Pendiente,Amazon,S,A+,Marfil,S-A-PLUS-MARF,B0C2W853R8,1,139.9,USD
ID3893,31/3/2024,3,Q1,2024,Cliente4143,Calle desconocida 883,Louisiana,Pendiente,Vendedor,S,A,Azul,S-A-BASIC-AZUL,B000JK9V5K,1,99.9,USD
ID3894,31/3/2024,3,Q1,2024,Cliente8346,Calle desconocida 8133,New Mexico,Pendiente,Vendedor,S,A,Marfil,S-A-BASIC-MARF,B000JK3R81,1,99.9,USD
ID3895,1/4/2024,4,Q2,2024,Cliente3449,Calle desconocida 9530,Ohio,Enviada,Vendedor,S,A+,Premium,S-A-PLUS-PREM,B0CCWPBNSF,1,149.9,USD
ID3896,1/4/2024,4,Q2,2024,Cliente5056,Calle desconocida 5035,Maryland,Enviada,Amazon,S,A+,Gris,S-A-PLUS-GRIS,B0C2W59LPV,1,139.9,USD
ID3897,1/4/2024,4,Q2,2024,Cliente3181,Calle desconocida 3384,Arkansas,Enviada,Vendedor,S,A,Marfil,S-A-BASIC-MARF,B000JK3R81,1,99.9,USD
ID3898,1/4/2024,4,Q2,2024,Cliente5543,Calle desconocida 625,Mississippi,Enviada,Vendedor,S,A,Gris,S-A-BASIC-GRIS,B000JKJL9V,1,99.9,USD
ID3899,1/4/2024,4,Q2,2024,Cliente2298,Calle desconocida 7941,Virginia,Enviada,Amazon,S,A-,Marfil,S-A-ECON-MARF,B0BL56CNHB,1,79.9,USD
ID3900,2/4/2024,4,Q2,2024,Cliente1874,Calle desconocida 9646,Connecticut,Enviada,Amazon,S,A,Azul,S-A-BASIC-AZUL,B000JK9V5K,1,109.9,USD
ID3901,2/4/2024,4,Q2,2024,Cliente4995,Calle desconocida 1364,Ohio,Enviada,Amazon,S,A,Marfil,S-A-BASIC-MARF,B000JK3R81,1,109.9,USD
ID3902,2/4/2024,4,Q2,2024,Cliente2690,Calle desconocida 4167,Florida,Enviada,Amazon,S,A,Gris,S-A-BASIC-GRIS,B000JKJL9V,1,109.9,USD
ID3903,2/4/2024,4,Q2,2024,Cliente2785,Calle desconocida 7354,Alaska,Enviada,Amazon,S,A-,Gris,S-A-ECON-GRIS,B0BL5HR652,1,79.9,USD
ID3904,3/4/2024,4,Q2,2024,Cliente4496,Calle desconocida 610,South Carolina,Enviada,Amazon,S,A+,Marfil,S-A-PLUS-MARF,B0C2W853R8,1,139.9,USD
ID3905,3/4/2024,4,Q2,2024,Cliente5397,Calle desconocida 5499,Wyoming,Enviada,Amazon,S,A+,Gris,S-A-PLUS-GRIS,B0C2W59LPV,1,139.9,USD
ID3906,3/4/2024,4,Q2,2024,Cliente1521,Calle desconocida 267,Connecticut,Enviada,Amazon,S,A,Marfil,S-A-BASIC-MARF,B000JK3R81,1,109.9,USD
ID3907,3/4/2024,4,Q2,2024,Cliente8096,Calle desconocida 9697,New Mexico,Enviada,Amazon,S,A,Azul,S-A-BASIC-AZUL,B000JK9V5K,1,109.9,USD
ID3908,3/4/2024,4,Q2,2024,Cliente7787,Calle desconocida 1463,Idaho,Enviada,Vendedor,S,A,Azul,S-A-BASIC-AZUL,B000JK9V5K,1,99.9,USD
ID3909,3/4/2024,4,Q2,2024,Cliente9511,Calle desconocida 9344,Colorado,Enviada,Vendedor,S,B,Marfil,S-B-BASIC-MARF,B09A5884LT,1,59.9,USD
ID3910,4/4/2024,4,Q2,2024,Cliente3697,Calle desconocida 4693,California,Enviada,Amazon,S,A+,Marfil,S-A-PLUS-MARF,B0C2W853R8,1,139.9,USD
ID3911,4/4/2024,4,Q2,2024,Cliente7855,Calle desconocida 7888,South Carolina,Enviada,Vendedor,S,A,Marfil,S-A-BASIC-MARF,B000JK3R81,1,99.9,USD
ID3912,4/4/2024,4,Q2,2024,Cliente5363,Calle desconocida 4560,Tennessee,Enviada,Amazon,S,A-,Marfil,S-A-ECON-MARF,B0BL56CNHB,1,79.9,USD
ID3913,4/4/2024,4,Q2,2024,Cliente2654,Calle desconocida 8214,Wisconsin,Enviada,Vendedor,S,A-,Marfil,S-A-ECON-MARF,B0BL56CNHB,1,72.9,USD
ID3914,5/4/2024,4,Q2,2024,Cliente9478,Calle desconocida 6088,New York,Enviada,Amazon,S,A+,Marfil,S-A-PLUS-MARF,B0C2W853R8,1,139.9,USD
ID3915,5/4/2024,4,Q2,2024,Cliente7237,Calle desconocida 2794,Alabama,Enviada,Vendedor,S,A,Azul,S-A-BASIC-AZUL,B000JK9V5K,1,99.9,USD
ID3916,5/4/2024,4,Q2,2024,Cliente904,Calle desconocida 6613,Texas,Enviada,Vendedor,S,A,Azul,S-A-BASIC-AZUL,B000JK9V5K,1,99.9,USD
ID3917,5/4/2024,4,Q2,2024,Cliente6441,Calle desconocida 7855,Florida,Enviada,Vendedor,S,A,Gris,S-A-BASIC-GRIS,B000JKJL9V,1,99.9,USD
ID3918,6/4/2024,4,Q2,2024,Cliente9416,Calle desconocida 8338,Rhode Island,Enviada,Vendedor,S,A,Azul,S-A-BASIC-AZUL,B000JK9V5K,1,99.9,USD
ID3919,6/4/2024,4,Q2,2024,Cliente7219,Calle desconocida 6062,Missouri,Enviada,Vendedor,S,A,Marfil,S-A-BASIC-MARF,B000JK3R81,1,99.9,USD
ID3920,6/4/2024,4,Q2,2024,Cliente7214,Calle desconocida 8928,Iowa,Enviada,Vendedor,S,A-,Gris,S-A-ECON-GRIS,B0BL5HR652,1,69.9,USD
ID3921,7/4/2024,4,Q2,2024,Cliente6881,Calle desconocida 5352,Vermont,Enviada,Amazon,S,A+,Gris,S-A-PLUS-GRIS,B0C2W59LPV,1,139.9,USD
ID3922,7/4/2024,4,Q2,2024,Cliente2712,Calle desconocida 8484,West Virginia,Enviada,Amazon,S,A+,Gris,S-A-PLUS-GRIS,B0C2W59LPV,1,139.9,USD
ID3923,7/4/2024,4,Q2,2024,Cliente3914,Calle desconocida 1101,North Dakota,Enviada,Amazon,S,A+,Marfil,S-A-PLUS-MARF,B0C2W853R8,1,139.9,USD
ID3924,7/4/2024,4,Q2,2024,Cliente5914,Calle desconocida 2143,Colorado,Enviada,Amazon,S,A+,Marfil,S-A-PLUS-MARF,B0C2W853R8,1,139.9,USD
ID3925,7/4/2024,4,Q2,2024,Cliente1932,Calle desconocida 1828,Oregon,Enviada,Amazon,S,A+,Marfil,S-A-PLUS-MARF,B0C2W853R8,1,139.9,USD
ID3926,7/4/2024,4,Q2,2024,Cliente7863,Calle desconocida 2380,Ohio,Enviada,Amazon,S,A+,Marfil,S-A-PLUS-MARF,B0C2W853R8,1,139.9,USD
ID3927,7/4/2024,4,Q2,2024,Cliente4471,Calle desconocida 4622,Kansas,Enviada,Amazon,S,A,Marfil,S-A-BASIC-MARF,B000JK3R81,1,109.9,USD
ID3928,7/4/2024,4,Q2,2024,Cliente3910,Calle desconocida 9670,Minnesota,Cancelada,Amazon,S,A+,Marfil,S-A-PLUS-MARF,B0C2W853R8,0,0,
ID3929,8/4/2024,4,Q2,2024,Cliente9739,Calle desconocida 4155,Colorado,Enviada,Amazon,S,A+,Marfil,S-A-PLUS-MARF,B0C2W853R8,1,139.9,USD
ID3930,8/4/2024,4,Q2,2024,Cliente4130,Calle desconocida 166,Michigan,Enviada,Amazon,S,A+,Marfil,S-A-PLUS-MARF,B0C2W853R8,1,139.9,USD
ID3931,8/4/2024,4,Q2,2024,Cliente6659,Calle desconocida 7812,Nevada,Enviada,Amazon,S,A+,Gris,S-A-PLUS-GRIS,B0C2W59LPV,1,139.9,USD
ID3932,8/4/2024,4,Q2,2024,Cliente3168,Calle desconocida 7276,Massachusetts,Enviada,Vendedor,S,A,Marfil,S-A-BASIC-MARF,B000JK3R81,1,89.9,USD
ID3933,8/4/2024,4,Q2,2024,Cliente9599,Calle desconocida 8659,Delaware,Enviada,Vendedor,S,A,Marfil,S-A-BASIC-MARF,B000JK3R81,1,89.9,USD
ID3934,8/4/2024,4,Q2,2024,Cliente743,Calle desconocida 9773,Pennsylvania,Enviada,Vendedor,S,A,Marfil,S-A-BASIC-MARF,B000JK3R81,1,89.9,USD
ID3935,8/4/2024,4,Q2,2024,Cliente8910,Calle desconocida 12,Connecticut,Enviada,Vendedor,S,A,Azul,S-A-BASIC-AZUL,B000JK9V5K,1,89.9,USD
ID3936,8/4/2024,4,Q2,2024,Cliente7375,Calle desconocida 3538,South Dakota,Enviada,Vendedor,S,A,Gris,S-A-BASIC-GRIS,B000JKJL9V,1,89.9,USD
ID3937,8/4/2024,4,Q2,2024,Cliente7593,Calle desconocida 1821,Vermont,Enviada,Vendedor,S,A,Marfil,S-A-BASIC-MARF,B000JK3R81,1,89.9,USD
ID3938,8/4/2024,4,Q2,2024,Cliente4342,Calle desconocida 2163,Wyoming,Enviada,Vendedor,S,A,Gris,S-A-BASIC-GRIS,B000JKJL9V,1,89.9,USD
ID3939,8/4/2024,4,Q2,2024,Cliente9377,Calle desconocida 624,Wyoming,Enviada,Vendedor,S,A,Marfil,S-A-BASIC-MARF,B000JK3R81,1,89.9,USD
ID3940,8/4/2024,4,Q2,2024,Cliente5696,Calle desconocida 7433,Connecticut,Enviada,Vendedor,S,A-,Marfil,S-A-ECON-MARF,B0BL56CNHB,1,69.9,USD
ID3941,8/4/2024,4,Q2,2024,Cliente8981,Calle desconocida 6828,New York,Enviada,Vendedor,S,A-,Gris,S-A-ECON-GRIS,B0BL5HR652,1,69.9,USD
ID3942,8/4/2024,4,Q2,2024,Cliente9377,Calle desconocida 1112,Alabama,Enviada,Vendedor,S,A-,Marfil,S-A-ECON-MARF,B0BL56CNHB,1,69.9,USD
ID3943,8/4/2024,4,Q2,2024,Cliente8767,Calle desconocida 7884,Ohio,Cancelada,Vendedor,S,A-,Gris,S-A-ECON-GRIS,B0BL5HR652,0,0,
ID3944,9/4/2024,4,Q2,2024,Cliente4560,Calle desconocida 7425,Massachusetts,Enviada,Amazon,S,A+,Gris,S-A-PLUS-GRIS,B0C2W59LPV,1,139.9,USD
ID3945,9/4/2024,4,Q2,2024,Cliente3245,Calle desconocida 8908,New Hampshire,Enviada,Amazon,S,A+,Marfil,S-A-PLUS-MARF,B0C2W853R8,1,139.9,USD
ID3946,9/4/2024,4,Q2,2024,Cliente2696,Calle desconocida 5828,South Dakota,Enviada,Amazon,S,A+,Gris,S-A-PLUS-GRIS,B0C2W59LPV,1,139.9,USD
ID3947,9/4/2024,4,Q2,2024,Cliente5435,Calle desconocida 6568,Colorado,Enviada,Amazon,S,A+,Marfil,S-A-PLUS-MARF,B0C2W853R8,1,139.9,USD
ID3948,9/4/2024,4,Q2,2024,Cliente21,Calle desconocida 3693,Delaware,Enviada,Amazon,S,A,Marfil,S-A-BASIC-MARF,B000JK3R81,1,109.9,USD
ID3949,9/4/2024,4,Q2,2024,Cliente4767,Calle desconocida 7966,Wisconsin,Enviada,Vendedor,S,A,Marfil,S-A-BASIC-MARF,B000JK3R81,1,99.9,USD
ID3950,9/4/2024,4,Q2,2024,Cliente4084,Calle desconocida 1568,Tennessee,Enviada,Vendedor,S,A,Marfil,S-A-BASIC-MARF,B000JK3R81,1,99.9,USD
ID3951,9/4/2024,4,Q2,2024,Cliente9622,Calle desconocida 782,Arkansas,Enviada,Vendedor,S,A,Azul,S-A-BASIC-AZUL,B000JK9V5K,1,89.9,USD
ID3952,9/4/2024,4,Q2,2024,Cliente1737,Calle desconocida 9160,Oklahoma,Enviada,Vendedor,S,A,Marfil,S-A-BASIC-MARF,B000JK3R81,1,89.9,USD
ID3953,9/4/2024,4,Q2,2024,Cliente274,Calle desconocida 9041,Arizona,Enviada,Vendedor,S,A-,Marfil,S-A-ECON-MARF,B0BL56CNHB,1,69.9,USD
ID3954,9/4/2024,4,Q2,2024,Cliente4509,Calle desconocida 6589,Louisiana,Enviada,Vendedor,S,A-,Marfil,S-A-ECON-MARF,B0BL56CNHB,1,69.9,USD
ID3955,9/4/2024,4,Q2,2024,Cliente4477,Calle desconocida 4728,Vermont,Cancelada,Amazon,S,A+,Marfil,S-A-PLUS-MARF,B0C2W853R8,0,0,
ID3956,10/4/2024,4,Q2,2024,Cliente1655,Calle desconocida 5781,Missouri,Enviada,Vendedor,S,A+,Premium,S-A-PLUS-PREM,B0CCWPBNSF,1,149.9,USD
ID3957,10/4/2024,4,Q2,2024,Cliente8944,Calle desconocida 8745,Kentucky,Enviada,Vendedor,S,A+,Premium,S-A-PLUS-PREM,B0CCWPBNSF,1,149.9,USD
ID3958,10/4/2024,4,Q2,2024,Cliente5857,Calle desconocida 6765,Maryland,Enviada,Amazon,S,A+,Marfil,S-A-PLUS-MARF,B0C2W853R8,1,139.9,USD
ID3959,10/4/2024,4,Q2,2024,Cliente7685,Calle desconocida 7274,Hawaii,Enviada,Amazon,S,A+,Marfil,S-A-PLUS-MARF,B0C2W853R8,1,139.9,USD
ID3960,10/4/2024,4,Q2,2024,Cliente1064,Calle desconocida 1073,Florida,Enviada,Amazon,S,A+,Marfil,S-A-PLUS-MARF,B0C2W853R8,1,139.9,USD
ID3961,10/4/2024,4,Q2,2024,Cliente4733,Calle desconocida 4235,Alabama,Enviada,Vendedor,S,A-,Marfil,S-A-ECON-MARF,B0BL56CNHB,1,69.9,USD
ID3962,11/4/2024,4,Q2,2024,Cliente7604,Calle desconocida 6750,New York,Enviada,Vendedor,S,A,Marfil,S-A-BASIC-MARF,B000JK3R81,1,99.9,USD
ID3963,11/4/2024,4,Q2,2024,Cliente375,Calle desconocida 5177,Idaho,Enviada,Vendedor,S,A,Marfil,S-A-BASIC-MARF,B000JK3R81,1,99.9,USD
ID3964,11/4/2024,4,Q2,2024,Cliente2065,Calle desconocida 9933,Hawaii,Enviada,Vendedor,S,A-,Marfil,S-A-ECON-MARF,B0BL56CNHB,1,69.9,USD
ID3965,11/4/2024,4,Q2,2024,Cliente2732,Calle desconocida 1879,Oregon,Enviada,Vendedor,S,A-,Gris,S-A-ECON-GRIS,B0BL5HR652,1,69.9,USD
ID3966,12/4/2024,4,Q2,2024,Cliente5195,Calle desconocida 6310,Alabama,Enviada,Amazon,S,A+,Marfil,S-A-PLUS-MARF,B0C2W853R8,1,139.9,USD
ID3967,12/4/2024,4,Q2,2024,Cliente955,Calle desconocida 6379,South Dakota,Enviada,Vendedor,S,A,Marfil,S-A-BASIC-MARF,B000JK3R81,1,99.9,USD
ID3968,12/4/2024,4,Q2,2024,Cliente2121,Calle desconocida 8688,West Virginia,Enviada,Vendedor,S,A,Marfil,S-A-BASIC-MARF,B000JK3R81,1,99.9,USD
ID3969,12/4/2024,4,Q2,2024,Cliente1226,Calle desconocida 749,Iowa,Enviada,Vendedor,S,A,Marfil,S-A-BASIC-MARF,B000JK3R81,1,99.9,USD
ID3970,12/4/2024,4,Q2,2024,Cliente1360,Calle desconocida 5787,West Virginia,Enviada,Vendedor,S,A-,Marfil,S-A-ECON-MARF,B0BL56CNHB,1,69.9,USD
ID3971,12/4/2024,4,Q2,2024,Cliente7070,Calle desconocida 3066,Rhode Island,Enviada,Vendedor,S,A-,Gris,S-A-ECON-GRIS,B0BL5HR652,1,69.9,USD
ID3972,12/4/2024,4,Q2,2024,Cliente2330,Calle desconocida 7610,Pennsylvania,Enviada,Vendedor,S,A-,Marfil,S-A-ECON-MARF,B0BL56CNHB,1,69.9,USD
ID3973,13/4/2024,4,Q2,2024,Cliente5834,Calle desconocida 4701,Pennsylvania,Enviada,Amazon,S,A,Marfil,S-A-BASIC-MARF,B000JK3R81,1,109.9,USD
ID3974,13/4/2024,4,Q2,2024,Cliente7256,Calle desconocida 3926,Nevada,Enviada,Amazon,S,A,Gris,S-A-BASIC-GRIS,B000JKJL9V,1,109.9,USD
ID3975,13/4/2024,4,Q2,2024,Cliente1806,Calle desconocida 263,Nebraska,Enviada,Amazon,S,A,Gris,S-A-BASIC-GRIS,B000JKJL9V,1,109.9,USD
ID3976,13/4/2024,4,Q2,2024,Cliente4265,Calle desconocida 3145,Oregon,Enviada,Vendedor,S,A-,Gris,S-A-ECON-GRIS,B0BL5HR652,1,69.9,USD
ID3977,13/4/2024,4,Q2,2024,Cliente2369,Calle desconocida 8907,Florida,Enviada,Vendedor,S,A-,Marfil,S-A-ECON-MARF,B0BL56CNHB,1,69.9,USD
ID3978,14/4/2024,4,Q2,2024,Cliente8341,Calle desconocida 5085,Iowa,Enviada,Amazon,S,A,Azul,S-A-BASIC-AZUL,B000JK9V5K,1,109.9,USD
ID3979,14/4/2024,4,Q2,2024,Cliente6582,Calle desconocida 6336,South Dakota,Enviada,Amazon,S,A,Marfil,S-A-BASIC-MARF,B000JK3R81,1,109.9,USD
ID3980,14/4/2024,4,Q2,2024,Cliente5078,Calle desconocida 2740,Connecticut,Enviada,Amazon,S,A,Azul,S-A-BASIC-AZUL,B000JK9V5K,1,109.9,USD
ID3981,14/4/2024,4,Q2,2024,Cliente1009,Calle desconocida 131,Iowa,Enviada,Vendedor,S,A-,Marfil,S-A-ECON-MARF,B0BL56CNHB,1,69.9,USD
ID3982,14/4/2024,4,Q2,2024,Cliente7950,Calle desconocida 2746,Washington,Enviada,Vendedor,S,A-,Marfil,S-A-ECON-MARF,B0BL56CNHB,1,69.9,USD
ID3983,14/4/2024,4,Q2,2024,Cliente8288,Calle desconocida 5676,Nevada,Enviada,Vendedor,S,A-,Marfil,S-A-ECON-MARF,B0BL56CNHB,1,69.9,USD
ID3984,14/4/2024,4,Q2,2024,Cliente7579,Calle desconocida 4746,Kentucky,Enviada,Vendedor,S,A-,Gris,S-A-ECON-GRIS,B0BL5HR652,1,69.9,USD
ID3985,15/4/2024,4,Q2,2024,Cliente2550,Calle desconocida 6075,South Dakota,Enviada,Vendedor,S,A+,Premium,S-A-PLUS-PREM,B0CCWPBNSF,1,134.9,USD
ID3986,15/4/2024,4,Q2,2024,Cliente2127,Calle desconocida 8058,New Mexico,Enviada,Vendedor,S,A+,Marfil,S-A-PLUS-MARF,B0C2W853R8,1,129.9,USD
ID3987,15/4/2024,4,Q2,2024,Cliente3375,Calle desconocida 12,Maine,Enviada,Vendedor,S,A+,Marfil,S-A-PLUS-MARF,B0C2W853R8,1,129.9,USD
ID3988,15/4/2024,4,Q2,2024,Cliente654,Calle desconocida 5797,New York,Enviada,Vendedor,S,A+,Marfil,S-A-PLUS-MARF,B0C2W853R8,1,129.9,USD
